,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
2227,Iblinkfor Henry,/users/6077fecf208d1b0019440cc2,US,3 reviews,2024-03-01T03:42:57.000Z,Rated 1 out of 5 stars,Amazon has gotten too big,Amazon has gotten too big. Where do I begin. Someone was using my debit card to have prime every month. It took like a year of constant phone calls explaining its not me to finally getting my bank involved to get it to stop. Rude customer service. You can no longer use Amazon gift card to pay for a month or prime? Ridiculous. Their website is the most aggravating website to navigate. Search engine shows anything but the item you're looking for. ,23-Feb-24
2228,Ian Kelly,/users/62d7ceb9b35b290016b326ca,GB,2 reviews,2024-03-01T03:34:16.000Z,Rated 5 out of 5 stars,Driver's are great and use common…,Driver's are great and use common sense. Overall best service that anyone can expect..I'm always informed and can call a number that is answered 👍  if I'm worried. Great company.I'll pay more for drivers!,1-Mar-24
2229,Cyrus Shepard,/users/5bb0603f4de5666d34343948,US,2 reviews,2024-03-01T02:53:40.000Z,Rated 4 out of 5 stars,Wide selection,Wide selection. Fast shipping. Never had a problem with merchant,29-Feb-24
2230,L Goodison,/users/5e4b055f68c4b92eabcba046,GB,7 reviews,2024-02-29T19:55:22.000Z,Rated 2 out of 5 stars,"Amazon does not take into account the…the elderly verification code complicated half in half out , notified relatives and friends no more Amazon gift cards"," Amazon does not take into account the elderlythe verification code they want for a voucher too complicated half in half out strange markings , this the last time I have notified all my relative and friends not to purchase Amazon gift cards for , it takes too long and said complicated code I am old and can do without the hassel and time",29-Feb-24
2231,Michael,/users/5989b4a60000ff000ab8df03,GB,22 reviews,2024-02-29T19:14:24.000Z,Rated 1 out of 5 stars,Third time for a collection…,I ordered an item that cost less than £15 but was wrongly described on the site - the size was different so had to be returned.  Royal Mail was due to collect it on Monday between 07.42 and 11.42 but didn't.  I chatted with an Amazon person who gave me a £5 credit and guaranteed it would be collected today at my preferred time of 14.00 - 16.00.  It wasn't.  I asked for a call from Amazon and the guy was completely unsympathetic and repeated either I could drop it to a collection point or he could arrange another Royal mail collection tomorrow.  I have no confidence in Amazon's ability to handle this or Royal Mail,29-Feb-24
2232,Customer,/users/5ad821f64de5666d34613b3e,GB,9 reviews,2024-02-29T18:35:03.000Z,Rated 1 out of 5 stars,"Package tracking stated ""delivered"", but it wasn't.","Package tracking stated ""delivered"", but it wasn't. The ordering was straightforward and the delivery to a business address was clear. The tracking status was changed to ""delivered"" - allegedly personally to the recipient - but nothing had been delivered. Following Amazon's guidance, we waited 48 hours before trying to contact them - which they don't make easy. Speaking to the customer service advisor they offered a replacement or refund. We chose replacement as we wanted the items. As potential future customers we wanted to know whether Amazon would be safe and reliable by asking what had caused the delivery failure and to receive an email or phone call describing how the problem had been resolved. Either the driver accidentally scanned the item and then binned, stole, or lost it; or the driver delivered it to the wrong address; or the driver left it outside the building and lied about handing it to the recipient. None of these are acceptable. The first customer service advisor told us the vehicle was moving and that the package would probably be delivered late. They then gauranteed that it would be delivered within 48 hours (it wasn't). The second customer service advisor offered the replacement or refund and refused to offer any communication about what went wrong and what they were doing about it. Amazon, you have multiple systemic failures in your system and your refusal to engage with curious and unsatisfied customers does not fill us with confidence regarding your services.",29-Feb-24
2233,Stark,/users/65e0ad44367433001322dcef,IN,2 reviews,2024-02-29T18:18:05.000Z,Rated 1 out of 5 stars,Very bad product bad seller worst…,Very bad product bad seller worst Amazon service (boat watch wave magama)This product stopped working after just used for 3-4 times.It is really worthless to buy such a costly product to waste money.Neither seller is helping nor Amazon is helping me to get it services. I am not able to find a service center in Hyderabad.,15-Sep-23
2234,Marc Buck,/users/65e0a4f709f8ab00127b6a77,US,1 review,2024-02-29T17:38:53.000Z,Rated 1 out of 5 stars,Amazon service is going downhill,"I've bought a lot of products on Amazon. I use to like them. Products are cheaper, and even free delivery were delivered a few days early.  But lately, products have bee running very late. Even the few times I paid extra for faster delivery, they ran late.  The thing that really pissed me off today, is that an item that I was waiting for to start a new project was not only a good week late  but it was the wrong item.  And I also found out that many of the items on Amazon are of really low quality, but still at a higher price. As such im going to drastically cut back (if not stop altogether)  on amazon purchases",29-Feb-24
2235,Ruby Parler,/users/656de32a3ec7820012deeb0b,US,3 reviews,2024-02-29T16:19:10.000Z,Rated 2 out of 5 stars,I enjoy their fast service but…,I enjoy their fast service but the  Amazon brand item I ordered had typos all over and obviously from China. I would rather not support China. They also have wonky Customer Service. ,26-Feb-24
2236,David Morgan,/users/526a288f00006400015209cb,GB,39 reviews,2024-02-29T15:40:14.000Z,Rated 1 out of 5 stars,Non delivery to Northern Ireland ,If you live in Northern Ireland don't try to order insulation boards from Amazon. You will pay for them and then get a text/email saying that they have been dispatched and a tracking number given. You keep checking the tracking details and it keeps saying dispatched nothing else. As Royal Mail tracking number check with Royal Mail and they will not have received the item/ items. Why don't the sellers on Amazon state that they won't post to Northern Ireland instead of taking the money and doing nothing. Amazon needs to check into this and get it sorted. ,14-Feb-24
2237,Dylan Butterfield,/users/65dfb7421286980012fbb594,ES,1 review,2024-02-29T00:44:32.000Z,Rated 1 out of 5 stars,"Never got my item, never refunded ",I purchased 2 $90 head lamps from this company and they only sent me 1. I have been chasing my tail trying to follow it up and completed multiple statutory declarations at their request and somehow they still aren’t satisfied and refuse to cooperate with me. The best I can do now is hope to help someone else from mistakenly purchasing from amazon and feeding the corporate greed.,16-Feb-24
2238,Allison Prior,/users/65df9fb748cc29001234b840,CA,2 reviews,2024-03-01T15:24:06.000Z,Rated 5 out of 5 stars,I love Amazon,"I love Amazon, They are always early for delieveries, I can count on them to get my order to me on time, it comes well packaged, and the prices are really good, what I do like is that there is such a variety of products to choose from.....easy refunds, and products you can't get anywhere else in a lot of cases, I trust Amazon to do most of my Shopping for Birthday gifts, Christmas gifts, and everyday shopping...",27-Feb-24
2239,Lidia Ulaszek,/users/5cf14f57edd84e6184b69124,IE,3 reviews,2024-02-28T22:14:01.000Z,Rated 1 out of 5 stars,Unsympathetic drivers,"Unsympathetic drivers. Despite being an hour at parking lot driver never show up and status of delivery changed "" on hold?"" What the frick? At least call not waste People time. Had to leave work earlier to get delivery but not even phone buzz.. very dissapointed",28-Feb-24
2240,Adrian O Sullivan,/users/656a09f67007db00128d2711,IE,1 review,2024-02-28T19:51:06.000Z,Rated 1 out of 5 stars,I have been trying for 2 weeks to get a…,"I have been trying for 2 weeks to get a refund for an item undelivered.Emails and multiple calls , still can't get my money back.This is the worst service ever !!!",28-Feb-24
2241,Melanie Charlaine,/users/65df6a68de5baf00127fdfc5,NL,1 review,2024-02-28T19:26:46.000Z,Rated 1 out of 5 stars,Horrible delivery and customer service,"Horrible delivery and customer service. I ordered two books from Amazon.com, I myself live in the Netherlands. Both books arrived damaged because they were thrown into a box and shipped to the other side of the world. The box was ripped open and both books were damaged. I contacted Amazon about this and at first the customer service took full responsibility, promising me a refund and I got to keep the books. When I emailed them later that week to ask where the refund was (it took quite long) they told me I wasn't getting a refund because my return window had closed, and that they were véry sorry (bet they were) and that there was absolutely nothing they could do for me. I'm absolutely flabbergasted. Never again. ",27-Feb-24
